"hg1"	"hg2"	"distance"	"hg1_Hgsubgroup"	"hg1_oneletter"	"hg2_Hgsubgroup"	"hg2_oneletter"	"hg1_MacroPhylo"	"hg2_MacroPhylo"	"ArrayType"	"matched_subgroup"	"matched_oneletter"	"matched_macro"	"matched_haplogroup"	"matched_level"	"Group"	"InLegend"
"L3f1b3"	"L3f1b+16292+150"	1	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L1b1a3"	"L1b1"	3	"L1"	"L"	"L1"	"L"	"L1"	"L1"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L2a1a2c"	"L2a1a"	2	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L3e2b1a2"	"L3e2b1a"	1	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L2a1c1a2"	"L2a1c1"	2	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L3e1a*"	"L3e1a*"	0	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L1b1a3"	"L1b1a+189"	1	"L1"	"L"	"L1"	"L"	"L1"	"L1"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L2a1+143+16189+(16192)"	"L2a1n"	1	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L2a1a2"	"L2a1a"	1	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L3b1a"	"L3b"	2	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L3e1a3b"	"L3e1a3"	1	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L3d2a"	"L3d2b"	2	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L2e1a"	"L2e1a"	0	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L2a1b1"	"L2a1"	3	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L1c2b1c"	"L1c2b1c"	0	"L1"	"L"	"L1"	"L"	"L1"	"L1"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L2a1b1"	"L2a1"	3	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L2a1f1"	"L2a1f3"	2	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L1b1a3"	"L1b1a+189"	1	"L1"	"L"	"L1"	"L"	"L1"	"L1"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L4b2b"	"L4b2b1*"	2	"L4"	"L"	"L4"	"L"	"L4"	"L4"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L2c2a1"	"L2c2a"	1	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L2a1f"	"L2a1"	2	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L3e2b8"	"L3e2"	2	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L2a1f"	"L2a1"	2	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L3f1b+16292+150*"	"L3f1b+16292+150*"	0	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L2a1f1"	"L2a1"	3	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L3f1b+16292+150*"	"L3f1b+16292+150*"	0	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L1b1a3b"	"L1b1a3b"	0	"L1"	"L"	"L1"	"L"	"L1"	"L1"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L1c2a1"	"L1c2a2"	2	"L1"	"L"	"L1"	"L"	"L1"	"L1"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L2a1a3c"	"L2a1a3c"	0	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L1c2a1"	"L1c2a2"	2	"L1"	"L"	"L1"	"L"	"L1"	"L1"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L3f1b1a"	"L3f1b1a"	0	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L3e2a1b1"	"L3e2a1"	2	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L3e1a"	"L3e1a*"	1	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L3f1b1a"	"L3f1b1a"	0	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L3e2b1"	"L3e2b1"	0	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L3e1f*"	"L3e1"	2	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L3d5a*"	"L3d5a*"	0	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L2a1b1"	"L2a1"	3	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L2e"	"L2e"	0	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L3e4a1"	"L3e4"	2	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L3d2"	"L3d"	2	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L2c*4"	"L2c*4"	0	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L2e"	"L2e"	0	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L3d1a1b"	"L3d1a1b"	0	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L3d2a"	"L3d2b"	2	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L2c2"	"L2c"	1	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L2c*3"	"L2c*3"	0	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"U6a5*"	"U6a5"	1	"U6"	"U"	"U6"	"U"	"UK"	"UK"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L4b1a"	"L4b1a"	0	"L4"	"L"	"L4"	"L"	"L4"	"L4"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L4b1a"	"L4b1a"	0	"L4"	"L"	"L4"	"L"	"L4"	"L4"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L3d5a*"	"L3d5a*"	0	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L0a1a2"	"L0a1a2"	0	"L0"	"L"	"L0"	"L"	"L0"	"L0"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L0a1a2"	"L0a1a2"	0	"L0"	"L"	"L0"	"L"	"L0"	"L0"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L0a1a2"	"L0a1a2"	0	"L0"	"L"	"L0"	"L"	"L0"	"L0"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L1b1a18"	"L1b1a18"	0	"L1"	"L"	"L1"	"L"	"L1"	"L1"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L1c2b1b"	"L1c2b1b"	0	"L1"	"L"	"L1"	"L"	"L1"	"L1"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L2d1"	"L2d+16129"	1	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L3e2b8"	"L3e2"	2	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L2b1a"	"L2b1a"	0	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L3b1b"	"L3b1a+152"	3	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L1b1a"	"L1b1"	1	"L1"	"L"	"L1"	"L"	"L1"	"L1"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L3b1b"	"L3b1a+152"	3	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L2a1f1"	"L2a1"	3	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L0a1a2"	"L0a1a2"	0	"L0"	"L"	"L0"	"L"	"L0"	"L0"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L1c2b1a'b"	"L1c1'2'4'6"	5	"L1"	"L"	"L1"	"L"	"L1"	"L1"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L3e2a1b1"	"L3e2a1"	2	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L1c2b1a'b"	"L1c1'2'4'6"	5	"L1"	"L"	"L1"	"L"	"L1"	"L1"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L3f1b4c"	"L3f1b4"	1	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L3e2b3"	"L3e2"	3	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L3f1b4c"	"L3f1b4"	1	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L1b1a18"	"L1b1a18"	0	"L1"	"L"	"L1"	"L"	"L1"	"L1"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L3f1b1a"	"L3f1b1a"	0	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L3e2b"	"L3e2b*"	1	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L3e2b"	"L3e2b*"	1	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L1b1a"	"L1b1"	1	"L1"	"L"	"L1"	"L"	"L1"	"L1"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L2a1c1"	"L2a1c1"	0	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L1c2a2"	"L1c2a2"	0	"L1"	"L"	"L1"	"L"	"L1"	"L1"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L2a1+143+16189+(16192)"	"L2a1n"	1	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L1c3a"	"L1c3a"	0	"L1"	"L"	"L1"	"L"	"L1"	"L1"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L1b1a"	"L1b1"	1	"L1"	"L"	"L1"	"L"	"L1"	"L1"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L3e2b1a1"	"L3e2b1a1"	0	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L2c2b1a"	"L2c"	4	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L1c2b1b"	"L1c2b1b"	0	"L1"	"L"	"L1"	"L"	"L1"	"L1"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L3d1b2"	"L3d1b2"	0	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L2e1a"	"L2e1a"	0	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L3e3b"	"L3e3"	1	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L2c*3"	"L2c*3"	0	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L3e3b"	"L3e3"	1	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L1c1c*2"	"L1c1'2'4'6"	3	"L1"	"L"	"L1"	"L"	"L1"	"L1"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L2a1l1b"	"L2a1"	5	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L1c1c*3"	"L1c1c*3"	0	"L1"	"L"	"L1"	"L"	"L1"	"L1"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L2c2"	"L2c"	1	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L1c1c"	"L1c1'2'4'6"	2	"L1"	"L"	"L1"	"L"	"L1"	"L1"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L3b1a6"	"L3b1a+152"	1	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L1c1d"	"L1c1a+@198"	4	"L1"	"L"	"L1"	"L"	"L1"	"L1"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L2a1l"	"L2a1"	3	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L2a1a1"	"L2a1a1"	0	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L3e2b+152"	"L3e2b+152"	0	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L2a1l1b"	"L2a1"	5	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L2a1i"	"L2a1i"	0	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L2c"	"L2c"	0	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L1b1a14"	"L1b1"	2	"L1"	"L"	"L1"	"L"	"L1"	"L1"	"BDCHP-1X10-HUMANHAP240S_11216501_A"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
