"hg1"	"hg2"	"distance"	"hg1_Hgsubgroup"	"hg1_oneletter"	"hg2_Hgsubgroup"	"hg2_oneletter"	"hg1_MacroPhylo"	"hg2_MacroPhylo"	"ArrayType"	"matched_subgroup"	"matched_oneletter"	"matched_macro"	"matched_haplogroup"	"matched_level"	"Group"	"InLegend"
"M7b1a1d"	"M7b1a1"	2	"M7"	"M"	"M7"	"M"	"M7"	"M7"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"B5b2c1"	"B5b2c1"	0	"B5"	"B"	"B5"	"B"	"B"	"B"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"N9a10b"	"N9a10"	2	"N9"	"N"	"N9"	"N"	"N9"	"N9"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"R9c1b1"	"R9c1b"	1	"R9"	"R"	"R9"	"R"	"R9"	"R9"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"F1a"	"F1"	2	"F1"	"F"	"F1"	"F"	"R9"	"R9"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"M7c1c2"	"M7c1c"	1	"M7"	"M"	"M7"	"M"	"M7"	"M7"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"B5a1c1a1*"	"B5a1c1a1*"	0	"B5"	"B"	"B5"	"B"	"B"	"B"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"B4g2"	"B4g2"	0	"B4"	"B"	"B4"	"B"	"B"	"B"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"D4a7*"	"D4a7"	1	"D4"	"D"	"D4"	"D"	"D"	"D"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"N9a8"	"N9a8"	0	"N9"	"N"	"N9"	"N"	"N9"	"N9"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"C4a1a2a"	"C4a1a2a"	0	"C4"	"C"	"C4"	"C"	"M8"	"M8"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"Z4a1a"	"Z4"	3	"Z4"	"Z"	"Z4"	"Z"	"M8"	"M8"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"F1e1"	"F1e1"	0	"F1"	"F"	"F1"	"F"	"R9"	"R9"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"F1e3"	"F1"	3	"F1"	"F"	"F1"	"F"	"R9"	"R9"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"M8a2a1*"	"M8a2a1*"	0	"M8"	"M"	"M8"	"M"	"M8"	"M8"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"R9c1b1*"	"R9c1b"	2	"R9"	"R"	"R9"	"R"	"R9"	"R9"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"B4b1"	"B4b"	1	"B4"	"B"	"B4"	"B"	"B"	"B"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"M7b1a1e2"	"M7b1a1e2"	0	"M7"	"M"	"M7"	"M"	"M7"	"M7"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"R11"	"R11"	0	"R11"	"R"	"R11"	"R"	"R*"	"R*"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"A14"	"A"	4	"A14"	"A"	"A"	"A"	"A"	"A"	"Axiom_APMRA"	0	1	1	0	"3. One-letter"	"Axiom_APMRA"	TRUE
"B4g1b"	"B4g1b"	0	"B4"	"B"	"B4"	"B"	"B"	"B"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"M33c"	"M33c"	0	"M33"	"M"	"M33"	"M"	"M*"	"M*"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"B5a1c1a"	"B5a1"	3	"B5"	"B"	"B5"	"B"	"B"	"B"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"M20*"	"M20"	1	"M20"	"M"	"M20"	"M"	"M*"	"M*"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"F1a1c"	"F1a1c"	0	"F1"	"F"	"F1"	"F"	"R9"	"R9"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"F1c1a1b"	"F1c"	4	"F1"	"F"	"F1"	"F"	"R9"	"R9"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"D6a1a"	"D6a1"	1	"D6"	"D"	"D6"	"D"	"D"	"D"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"D5a2a1b"	"D5a2a1b"	0	"D5"	"D"	"D5"	"D"	"D"	"D"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"Z+152"	"Z"	1	"Z"	"Z"	"Z"	"Z"	"M8"	"M8"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"D4b2b4*"	"D4b2b4*"	0	"D4"	"D"	"D4"	"D"	"D"	"D"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"N9a1"	"N9a"	2	"N9"	"N"	"N9"	"N"	"N9"	"N9"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"N9a1"	"N9a"	2	"N9"	"N"	"N9"	"N"	"N9"	"N9"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"M7b1a1a3"	"M7b1a1"	2	"M7"	"M"	"M7"	"M"	"M7"	"M7"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"R11b1a"	"R11b1"	1	"R11"	"R"	"R11"	"R"	"R*"	"R*"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"M7b1a1+(16192)"	"M7b1a1"	1	"M7"	"M"	"M7"	"M"	"M7"	"M7"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"M7b1a1+(16192)"	"M7b1a1"	1	"M7"	"M"	"M7"	"M"	"M7"	"M7"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"F1d"	"F1d"	0	"F1"	"F"	"F1"	"F"	"R9"	"R9"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"N9a4b1"	"N9a4"	2	"N9"	"N"	"N9"	"N"	"N9"	"N9"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"N9a4b1"	"N9a4"	2	"N9"	"N"	"N9"	"N"	"N9"	"N9"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"B4d1'2'3"	"B4d1'2'3"	0	"B4"	"B"	"B4"	"B"	"B"	"B"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"R9c1a"	"R9c1a"	0	"R9"	"R"	"R9"	"R"	"R9"	"R9"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"R11b1b"	"R11b1"	1	"R11"	"R"	"R11"	"R"	"R*"	"R*"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"B4a4"	"B4a4*"	1	"B4"	"B"	"B4"	"B"	"B"	"B"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"B5a1c1a"	"B5a1"	3	"B5"	"B"	"B5"	"B"	"B"	"B"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"B5a2"	"B5a2"	0	"B5"	"B"	"B5"	"B"	"B"	"B"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"N9a11"	"N9a11"	0	"N9"	"N"	"N9"	"N"	"N9"	"N9"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"A5b1b"	"A"	4	"A5"	"A"	"A"	"A"	"A"	"A"	"Axiom_APMRA"	0	1	1	0	"3. One-letter"	"Axiom_APMRA"	TRUE
"M10a1b"	"M10a1"	1	"M10"	"M"	"M10"	"M"	"M*"	"M*"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"F1a1*"	"F1a1*"	0	"F1"	"F"	"F1"	"F"	"R9"	"R9"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"A+152"	"A"	1	"A"	"A"	"A"	"A"	"A"	"A"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"A+152"	"A"	1	"A"	"A"	"A"	"A"	"A"	"A"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"A+152"	"A"	1	"A"	"A"	"A"	"A"	"A"	"A"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"N9a3"	"N9a3"	0	"N9"	"N"	"N9"	"N"	"N9"	"N9"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"D4j15*"	"D4j15*"	0	"D4"	"D"	"D4"	"D"	"D"	"D"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"D5b1b"	"D5b1b"	0	"D5"	"D"	"D5"	"D"	"D"	"D"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"D4a8"	"D4a8"	0	"D4"	"D"	"D4"	"D"	"D"	"D"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"F1a1"	"F1a1d"	1	"F1"	"F"	"F1"	"F"	"R9"	"R9"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"C7a1"	"C7a1"	0	"C7"	"C"	"C7"	"C"	"M8"	"M8"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"N9a1"	"N9a*"	3	"N9"	"N"	"N9"	"N"	"N9"	"N9"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"M7b1a1d1"	"M7b1a1d1"	0	"M7"	"M"	"M7"	"M"	"M7"	"M7"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"D5a2a+16092"	"D5a2"	2	"D5"	"D"	"D5"	"D"	"D"	"D"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"B4c1a1"	"B4c1a1"	0	"B4"	"B"	"B4"	"B"	"B"	"B"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"B4c1a1"	"B4c1a1"	0	"B4"	"B"	"B4"	"B"	"B"	"B"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"G2a'c"	"M5a2a"	9	"G2"	"G"	"M5"	"M"	"G"	"M*"	"Axiom_APMRA"	0	0	0	0	"5. Mismatch"	"Axiom_APMRA"	TRUE
"B4a1c4"	"B4a1c4"	0	"B4"	"B"	"B4"	"B"	"B"	"B"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"M8a2c"	"M8a2c"	0	"M8"	"M"	"M8"	"M"	"M8"	"M8"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"B4a1c5"	"B4a1c"	2	"B4"	"B"	"B4"	"B"	"B"	"B"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"B4a1c5"	"B4a1c"	2	"B4"	"B"	"B4"	"B"	"B"	"B"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"B5b1"	"B5b"	1	"B5"	"B"	"B5"	"B"	"B"	"B"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"M7c1a1a"	"M7c1a1a"	0	"M7"	"M"	"M7"	"M"	"M7"	"M7"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"M7c1a1a"	"M7c1a1a"	0	"M7"	"M"	"M7"	"M"	"M7"	"M7"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"D4a3b2*"	"D4a3b2"	1	"D4"	"D"	"D4"	"D"	"D"	"D"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"Z3"	"Z3"	0	"Z3"	"Z"	"Z3"	"Z"	"M8"	"M8"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"D4a3b2*"	"D4a3b2"	1	"D4"	"D"	"D4"	"D"	"D"	"D"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"N9a10"	"N9a10"	0	"N9"	"N"	"N9"	"N"	"N9"	"N9"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"B4c1b2*"	"B4c1b2"	1	"B4"	"B"	"B4"	"B"	"B"	"B"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"D4b2b7"	"D4b2"	2	"D4"	"D"	"D4"	"D"	"D"	"D"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"M12a1a1"	"M12a1a"	1	"M12"	"M"	"M12"	"M"	"M*"	"M*"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"D5a2a1+@16172"	"D5a2"	4	"D5"	"D"	"D5"	"D"	"D"	"D"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"D4g2a1"	"D4g2b1a"	5	"D4"	"D"	"D4"	"D"	"D"	"D"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"B4g2"	"B4g2"	0	"B4"	"B"	"B4"	"B"	"B"	"B"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"F1a1"	"F1a1"	0	"F1"	"F"	"F1"	"F"	"R9"	"R9"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"A18"	"A"	3	"A18"	"A"	"A"	"A"	"A"	"A"	"Axiom_APMRA"	0	1	1	0	"3. One-letter"	"Axiom_APMRA"	TRUE
"M7b1a1f"	"M7b1a1"	2	"M7"	"M"	"M7"	"M"	"M7"	"M7"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"D4+195"	"D1g4"	4	"D4"	"D"	"D1"	"D"	"D"	"D"	"Axiom_APMRA"	0	1	1	0	"3. One-letter"	"Axiom_APMRA"	TRUE
"N8*"	"N8"	1	"N8"	"N"	"N8"	"N"	"N*"	"N*"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"B4h"	"R"	5	"B4"	"B"	"R"	"R"	"B"	"R*"	"Axiom_APMRA"	0	0	0	0	"5. Mismatch"	"Axiom_APMRA"	TRUE
"A13*"	"A"	5	"A13"	"A"	"A"	"A"	"A"	"A"	"Axiom_APMRA"	0	1	1	0	"3. One-letter"	"Axiom_APMRA"	TRUE
"D5b3"	"D5b"	1	"D5"	"D"	"D5"	"D"	"D"	"D"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"D4b1b2"	"D4b1b"	1	"D4"	"D"	"D4"	"D"	"D"	"D"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"R9b1a3"	"R9b1a3"	0	"R9"	"R"	"R9"	"R"	"R9"	"R9"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"D4i3"	"D4i3"	0	"D4"	"D"	"D4"	"D"	"D"	"D"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"F1d"	"F1d"	0	"F1"	"F"	"F1"	"F"	"R9"	"R9"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"F4a1a"	"F4a1a"	0	"F4"	"F"	"F4"	"F"	"R9"	"R9"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"F2a1*"	"F2"	5	"F2"	"F"	"F2"	"F"	"R9"	"R9"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"M71a1a"	"M71a1"	1	"M71"	"M"	"M71"	"M"	"M7"	"M7"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"D5a2a1b"	"D5a2a1b"	0	"D5"	"D"	"D5"	"D"	"D"	"D"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"D5a2a1b"	"D5a2a1b"	0	"D5"	"D"	"D5"	"D"	"D"	"D"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"M7b1a1+(16192)"	"M7b1a1"	1	"M7"	"M"	"M7"	"M"	"M7"	"M7"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"B5b2b"	"B5b2"	1	"B5"	"B"	"B5"	"B"	"B"	"B"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"M7b1a1+(16192)"	"M7b1a1"	1	"M7"	"M"	"M7"	"M"	"M7"	"M7"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"D4b2b2a"	"D4b2b2"	1	"D4"	"D"	"D4"	"D"	"D"	"D"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"D4e1a3"	"D4e1a"	1	"D4"	"D"	"D4"	"D"	"D"	"D"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"M7c1c2"	"M7c1c"	1	"M7"	"M"	"M7"	"M"	"M7"	"M7"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"D5b3"	"D5b"	1	"D5"	"D"	"D5"	"D"	"D"	"D"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"B4c1b2c2"	"B4c1b2"	2	"B4"	"B"	"B4"	"B"	"B"	"B"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"F1a1'4"	"F1"	3	"F1"	"F"	"F1"	"F"	"R9"	"R9"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"F1g"	"F1"	2	"F1"	"F"	"F1"	"F"	"R9"	"R9"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"B5a1c"	"B5a1c*"	1	"B5"	"B"	"B5"	"B"	"B"	"B"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"B5a1c"	"B5a1c*"	1	"B5"	"B"	"B5"	"B"	"B"	"B"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"F2g"	"F2"	2	"F2"	"F"	"F2"	"F"	"R9"	"R9"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"F1a3b"	"F1a3b"	0	"F1"	"F"	"F1"	"F"	"R9"	"R9"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"B4h"	"R"	5	"B4"	"B"	"R"	"R"	"B"	"R*"	"Axiom_APMRA"	0	0	0	0	"5. Mismatch"	"Axiom_APMRA"	TRUE
"M7c2b"	"M7c2b"	0	"M7"	"M"	"M7"	"M"	"M7"	"M7"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"D4b2b"	"D4b2"	1	"D4"	"D"	"D4"	"D"	"D"	"D"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"C7a"	"C7"	1	"C7"	"C"	"C7"	"C"	"M8"	"M8"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"C7a1"	"C7a1"	0	"C7"	"C"	"C7"	"C"	"M8"	"M8"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"F1a1c"	"F1a1c"	0	"F1"	"F"	"F1"	"F"	"R9"	"R9"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"B5a1a"	"B5a1a"	0	"B5"	"B"	"B5"	"B"	"B"	"B"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"F1a1a"	"F1a1a"	0	"F1"	"F"	"F1"	"F"	"R9"	"R9"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"R9b1a2b*2"	"R9b1"	4	"R9"	"R"	"R9"	"R"	"R9"	"R9"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"B4c2c"	"B4c"	2	"B4"	"B"	"B4"	"B"	"B"	"B"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"M7b1a1a3"	"M7b1a1"	2	"M7"	"M"	"M7"	"M"	"M7"	"M7"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"M7b1a1"	"M7b1a1"	0	"M7"	"M"	"M7"	"M"	"M7"	"M7"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"B4c2c"	"B4c"	2	"B4"	"B"	"B4"	"B"	"B"	"B"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"B5a1a"	"B5a1a"	0	"B5"	"B"	"B5"	"B"	"B"	"B"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"F1f"	"F1f"	0	"F1"	"F"	"F1"	"F"	"R9"	"R9"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"M7b1a1a3"	"M7b1a1"	2	"M7"	"M"	"M7"	"M"	"M7"	"M7"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"F1+16189"	"F1"	1	"F1"	"F"	"F1"	"F"	"R9"	"R9"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"F1a1"	"F1a1"	0	"F1"	"F"	"F1"	"F"	"R9"	"R9"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"M7b1a1+(16192)"	"M7b1a1"	1	"M7"	"M"	"M7"	"M"	"M7"	"M7"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"F1f"	"F1f"	0	"F1"	"F"	"F1"	"F"	"R9"	"R9"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"F1a"	"F1"	2	"F1"	"F"	"F1"	"F"	"R9"	"R9"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"M61*"	"M61"	1	"M61"	"M"	"M61"	"M"	"M*"	"M*"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"R9b1a3"	"R9b1a3"	0	"R9"	"R"	"R9"	"R"	"R9"	"R9"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"F3a1*2"	"F3a1*2"	0	"F3"	"F"	"F3"	"F"	"R9"	"R9"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"B4b1a2"	"B4b1a2"	0	"B4"	"B"	"B4"	"B"	"B"	"B"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"B4c2"	"B4c"	1	"B4"	"B"	"B4"	"B"	"B"	"B"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"F1a1a*2"	"F1a1a*2"	0	"F1"	"F"	"F1"	"F"	"R9"	"R9"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"F1a2a"	"F1a2a"	0	"F1"	"F"	"F1"	"F"	"R9"	"R9"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"F1a1"	"F1a1"	0	"F1"	"F"	"F1"	"F"	"R9"	"R9"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"D4b1a"	"D4b1a"	0	"D4"	"D"	"D4"	"D"	"D"	"D"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"F1a1a"	"F1a1a"	0	"F1"	"F"	"F1"	"F"	"R9"	"R9"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"F1f"	"F1f"	0	"F1"	"F"	"F1"	"F"	"R9"	"R9"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"D4b2b"	"D4b2"	1	"D4"	"D"	"D4"	"D"	"D"	"D"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"C7a"	"C7"	1	"C7"	"C"	"C7"	"C"	"M8"	"M8"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"M7b1a1+(16192)"	"M7b1a1"	1	"M7"	"M"	"M7"	"M"	"M7"	"M7"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"B4c2c"	"B4c"	2	"B4"	"B"	"B4"	"B"	"B"	"B"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"M12a1a"	"M12a1a"	0	"M12"	"M"	"M12"	"M"	"M*"	"M*"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
