"hg1"	"hg2"	"distance"	"hg1_Hgsubgroup"	"hg1_oneletter"	"hg2_Hgsubgroup"	"hg2_oneletter"	"hg1_MacroPhylo"	"hg2_MacroPhylo"	"ArrayType"	"matched_subgroup"	"matched_oneletter"	"matched_macro"	"matched_haplogroup"	"matched_level"	"Group"	"InLegend"
"M39b1*1"	"H2a1d"	15	"M39"	"M"	"H2"	"H"	"M*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M39b1*1"	"H2a1d"	15	"M39"	"M"	"H2"	"H"	"M*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"K2a5b"	"K2"	3	"K2"	"K"	"K2"	"K"	"UK"	"UK"	"Axiom_GW_AFR"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"M5a"	"H2a1d"	13	"M5"	"M"	"H2"	"H"	"M*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"R2+13500"	"H2a2a1"	11	"R2"	"R"	"H2"	"H"	"R*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"R32"	"H2a1d"	8	"R32"	"R"	"H2"	"H"	"R*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"R31a"	"H2a1d"	9	"R31"	"R"	"H2"	"H"	"R*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M64"	"B4g1a"	12	"M64"	"M"	"B4"	"B"	"M*"	"B"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M3a2"	"V"	11	"M3"	"M"	"V"	"V"	"M*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"U2b2"	"H3au"	10	"U2"	"U"	"H3"	"H"	"UK"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"U1a1c1d"	"U1"	5	"U1"	"U"	"U1"	"U"	"UK"	"UK"	"Axiom_GW_AFR"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"H29a"	"H2a1d"	6	"H29"	"H"	"H2"	"H"	"HV"	"HV"	"Axiom_GW_AFR"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"R5a2"	"H2a1d"	10	"R5"	"R"	"H2"	"H"	"R*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M30"	"H2a1d"	12	"M30"	"M"	"H2"	"H"	"M*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M30f*"	"H2a1d"	14	"M30"	"M"	"H2"	"H"	"M*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"R30b2a"	"R6a1"	8	"R30"	"R"	"R6"	"R"	"R*"	"R*"	"Axiom_GW_AFR"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"M2a1a2a"	"H2a1d"	17	"M2"	"M"	"H2"	"H"	"M*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M2b3"	"H2a1d"	14	"M2"	"M"	"H2"	"H"	"M*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"R30b2a"	"B5a1c*"	11	"R30"	"R"	"B5"	"B"	"R*"	"B"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"U9b1"	"H3au"	11	"U9"	"U"	"H3"	"H"	"UK"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"R30a1b"	"R6a1"	8	"R30"	"R"	"R6"	"R"	"R*"	"R*"	"Axiom_GW_AFR"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"U2c1*"	"H3au"	13	"U2"	"U"	"H3"	"H"	"UK"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"HV12b1"	"H2a1d"	8	"HV12"	"HV"	"H2"	"H"	"HV"	"HV"	"Axiom_GW_AFR"	0	0	1	0	"4. MacroPhylo"	"Other"	FALSE
"U7"	"H3au"	8	"U7"	"U"	"H3"	"H"	"UK"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M5a"	"H2a1d"	13	"M5"	"M"	"H2"	"H"	"M*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"R30b2a"	"R6a1"	8	"R30"	"R"	"R6"	"R"	"R*"	"R*"	"Axiom_GW_AFR"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"M35b4"	"H2a1d"	14	"M35"	"M"	"H2"	"H"	"M*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"L3i1b"	"A14*"	11	"L3"	"L"	"A14"	"A"	"L3"	"A"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"U2b"	"H3au"	9	"U2"	"U"	"H3"	"H"	"UK"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M37e"	"H2a1d"	13	"M37"	"M"	"H2"	"H"	"M*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M5a"	"H2a1d"	13	"M5"	"M"	"H2"	"H"	"M*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"R2+13500"	"H2a2a1"	11	"R2"	"R"	"H2"	"H"	"R*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M5a5"	"H1aa1"	14	"M5"	"M"	"H1"	"H"	"M*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"J1b1b1"	"J"	5	"J1"	"J"	"J"	"J"	"JT"	"JT"	"Axiom_GW_AFR"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"M5a2a"	"H2a1d"	15	"M5"	"M"	"H2"	"H"	"M*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"U7a3a"	"H3au"	11	"U7"	"U"	"H3"	"H"	"UK"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M38a"	"H2a1d"	14	"M38"	"M"	"H2"	"H"	"M*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M30b"	"H2a1d"	13	"M30"	"M"	"H2"	"H"	"M*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"R31a"	"H2a1d"	9	"R31"	"R"	"H2"	"H"	"R*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"R2+13500"	"H2a2a1"	11	"R2"	"R"	"H2"	"H"	"R*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M5c1"	"H44b*"	13	"M5"	"M"	"H44"	"H"	"M*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"R8a1b"	"H2a1d"	12	"R8"	"R"	"H2"	"H"	"R*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M42'74"	"H2a1d"	11	"M42"	"M"	"H2"	"H"	"M*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M4a"	"H2a1d"	14	"M4"	"M"	"H2"	"H"	"M*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M35a1"	"H2a1d"	14	"M35"	"M"	"H2"	"H"	"M*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"U7a"	"H3au"	9	"U7"	"U"	"H3"	"H"	"UK"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M2b1"	"H2a1d"	14	"M2"	"M"	"H2"	"H"	"M*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"J1d3a2"	"J"	6	"J1"	"J"	"J"	"J"	"JT"	"JT"	"Axiom_GW_AFR"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"U7a3b*"	"H3au"	12	"U7"	"U"	"H3"	"H"	"UK"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"R5a2"	"H1e1b1"	11	"R5"	"R"	"H1"	"H"	"R*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M52b1a"	"H2a1d"	14	"M52"	"M"	"H2"	"H"	"M*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M2a1"	"H2a1d"	14	"M2"	"M"	"H2"	"H"	"M*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M3a1b"	"V"	13	"M3"	"M"	"V"	"V"	"M*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M30c1"	"H2a1d"	14	"M30"	"M"	"H2"	"H"	"M*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"HV18"	"H2a1d"	6	"HV18"	"HV"	"H2"	"H"	"HV"	"HV"	"Axiom_GW_AFR"	0	0	1	0	"4. MacroPhylo"	"Other"	FALSE
"U2e1h"	"H3au"	13	"U2"	"U"	"H3"	"H"	"UK"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"R0a+60.1T"	"H2a1d"	9	"R0"	"R"	"H2"	"H"	"R0"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"U2c1*"	"H3au"	13	"U2"	"U"	"H3"	"H"	"UK"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"L2a1a2"	"L2a1a"	1	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"Axiom_GW_AFR"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"H1ca"	"H2a1d"	6	"H1"	"H"	"H2"	"H"	"HV"	"HV"	"Axiom_GW_AFR"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"U7a2"	"H3au"	10	"U7"	"U"	"H3"	"H"	"UK"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"C4+152"	"B5a1c*"	15	"C4"	"C"	"B5"	"B"	"M8"	"B"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M30f*"	"H2a1d"	14	"M30"	"M"	"H2"	"H"	"M*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"U2c"	"H3au"	11	"U2"	"U"	"H3"	"H"	"UK"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"J1d4"	"J"	4	"J1"	"J"	"J"	"J"	"JT"	"JT"	"Axiom_GW_AFR"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"HV14a"	"HV14a"	0	"HV14"	"HV"	"HV14"	"HV"	"HV"	"HV"	"Axiom_GW_AFR"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"M35b+16304"	"H2a1d"	14	"M35"	"M"	"H2"	"H"	"M*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M2a1*2"	"H1aa1"	15	"M2"	"M"	"H1"	"H"	"M*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M5c2"	"H2a1d"	14	"M5"	"M"	"H2"	"H"	"M*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M3a1b"	"V"	13	"M3"	"M"	"V"	"V"	"M*"	"HV"	"Axiom_GW_AFR"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M3a2"	"HV"	8	"M3"	"M"	"HV"	"HV"	"M*"	"HV"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"H2b"	"H2a2"	4	"H2"	"H"	"H2"	"H"	"HV"	"HV"	"Axiom_GW_ASI"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"H13a2a"	"H3s*"	7	"H13"	"H"	"H3"	"H"	"HV"	"HV"	"Axiom_GW_ASI"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"R30a1b"	"HV"	6	"R30"	"R"	"HV"	"HV"	"R*"	"HV"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M5a2a1a1"	"B4a1a1n*"	21	"M5"	"M"	"B4"	"B"	"M*"	"B"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"HV2"	"HV1d"	4	"HV2"	"HV"	"HV1"	"HV"	"HV"	"HV"	"Axiom_GW_ASI"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"HV2"	"HV1d"	4	"HV2"	"HV"	"HV1"	"HV"	"HV"	"HV"	"Axiom_GW_ASI"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"M6a1b"	"M6a1b"	0	"M6"	"M"	"M6"	"M"	"M*"	"M*"	"Axiom_GW_ASI"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"U7a3a"	"F1a1a1*1"	16	"U7"	"U"	"F1"	"F"	"UK"	"R9"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"U7a3a"	"F1a1a1*1"	16	"U7"	"U"	"F1"	"F"	"UK"	"R9"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M39b1*1"	"HV"	10	"M39"	"M"	"HV"	"HV"	"M*"	"HV"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"R6a2"	"HV"	6	"R6"	"R"	"HV"	"HV"	"R*"	"HV"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M35"	"HV"	6	"M35"	"M"	"HV"	"HV"	"M*"	"HV"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M35"	"HV"	6	"M35"	"M"	"HV"	"HV"	"M*"	"HV"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"U2b2"	"U2b"	1	"U2"	"U"	"U2"	"U"	"UK"	"UK"	"Axiom_GW_ASI"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"T2d1b"	"T1a10a"	8	"T2"	"T"	"T1"	"T"	"JT"	"JT"	"Axiom_GW_ASI"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"U7a"	"F1a1a1*1"	14	"U7"	"U"	"F1"	"F"	"UK"	"R9"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"T2g"	"T2g"	0	"T2"	"T"	"T2"	"T"	"JT"	"JT"	"Axiom_GW_ASI"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"H13a2a1"	"H3s*"	8	"H13"	"H"	"H3"	"H"	"HV"	"HV"	"Axiom_GW_ASI"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"HV13a"	"HV"	2	"HV13"	"HV"	"HV"	"HV"	"HV"	"HV"	"Axiom_GW_ASI"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"M2a1a"	"HV"	10	"M2"	"M"	"HV"	"HV"	"M*"	"HV"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M2a1a"	"Q1f1"	11	"M2"	"M"	"Q1"	"Q"	"M*"	"M*"	"Axiom_GW_ASI"	0	0	1	0	"4. MacroPhylo"	"Other"	FALSE
"R0a2"	"HV"	6	"R0"	"R"	"HV"	"HV"	"R0"	"HV"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M4a"	"HV"	9	"M4"	"M"	"HV"	"HV"	"M*"	"HV"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M33a3"	"HV"	9	"M33"	"M"	"HV"	"HV"	"M*"	"HV"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"HV"	"R8a1a"	6	"HV"	"HV"	"R8"	"R"	"HV"	"R*"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M5a"	"V22"	13	"M5"	"M"	"V22"	"V"	"M*"	"HV"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"F1c1a2"	"HV"	10	"F1"	"F"	"HV"	"HV"	"R9"	"HV"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M3a2"	"HV"	8	"M3"	"M"	"HV"	"HV"	"M*"	"HV"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M49c"	"HV"	7	"M49"	"M"	"HV"	"HV"	"M*"	"HV"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M49c"	"HV"	7	"M49"	"M"	"HV"	"HV"	"M*"	"HV"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M30"	"HV"	7	"M30"	"M"	"HV"	"HV"	"M*"	"HV"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M4"	"HV"	8	"M4"	"M"	"HV"	"HV"	"M*"	"HV"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M30+16234"	"HV"	8	"M30"	"M"	"HV"	"HV"	"M*"	"HV"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M2a1a"	"HV"	10	"M2"	"M"	"HV"	"HV"	"M*"	"HV"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"U7"	"F1a1a1*1"	13	"U7"	"U"	"F1"	"F"	"UK"	"R9"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"F1a1c"	"HV"	10	"F1"	"F"	"HV"	"HV"	"R9"	"HV"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"R30b1"	"B4c1b2a2*1"	15	"R30"	"R"	"B4"	"B"	"R*"	"B"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"R30b1"	"B4c1b2a2*1"	15	"R30"	"R"	"B4"	"B"	"R*"	"B"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M65b"	"HV"	9	"M65"	"M"	"HV"	"HV"	"M*"	"HV"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M30d1"	"S5"	9	"M30"	"M"	"S5"	"S"	"M*"	"N*"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"U7b"	"F1a1a1*1"	14	"U7"	"U"	"F1"	"F"	"UK"	"R9"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M6a1b"	"M6a1b"	0	"M6"	"M"	"M6"	"M"	"M*"	"M*"	"Axiom_GW_ASI"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"M45"	"M*2"	3	"M45"	"M"	"M"	"M"	"M*"	"M*"	"Axiom_GW_ASI"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"M45"	"M*2"	3	"M45"	"M"	"M"	"M"	"M*"	"M*"	"Axiom_GW_ASI"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"U7a3b"	"F1a1a1*1"	16	"U7"	"U"	"F1"	"F"	"UK"	"R9"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"X2p"	"F1d"	10	"X2"	"X"	"F1"	"F"	"X"	"R9"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"W6"	"W"	2	"W6"	"W"	"W"	"W"	"N2"	"N2"	"Axiom_GW_ASI"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"G3b1"	"V22"	15	"G3"	"G"	"V22"	"V"	"G"	"HV"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"R"	"HV"	2	"R"	"R"	"HV"	"HV"	"R*"	"HV"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"U7b"	"F1a1a1*1"	14	"U7"	"U"	"F1"	"F"	"UK"	"R9"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M30"	"HV"	7	"M30"	"M"	"HV"	"HV"	"M*"	"HV"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"M5a1b*"	"V22"	16	"M5"	"M"	"V22"	"V"	"M*"	"HV"	"Axiom_GW_ASI"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
